collection_date,sample_size,unrooted_pd,bwpd,pc1,pc2,pc3,pc4,pc5,grouping,test,padj_method
t0,126,1.16879347748758e-05,0.0113534028612438,0.922218973097704,0.556717631961838,0.897088797126917,0.656458051769027,0.155558832699825,birth day,Kruskal-Wallis,Hommel
t1,48,0.827285967927034,0.988015843586438,0.922218973097704,0.968929478195743,0.897088797126917,0.656458051769027,0.822882716527611,birth day,Kruskal-Wallis,Hommel
t10,72,0.954600041561489,0.988015843586438,0.922218973097704,0.968929478195743,0.897088797126917,0.656458051769027,0.813786616534831,birth day,Kruskal-Wallis,Hommel
t2,118,0.827285967927034,0.988015843586438,0.922218973097704,0.467754302278808,0.047131177719463,0.656458051769027,0.28866316813116,birth day,Kruskal-Wallis,Hommel
t3,49,0.954600041561489,0.988015843586438,0.922218973097704,0.968929478195743,0.897088797126917,0.255774740546606,0.822882716527611,birth day,Kruskal-Wallis,Hommel
t4,108,0.930696713917913,0.988015843586438,0.922218973097704,0.968929478195743,0.246707652857916,0.656458051769027,0.822882716527611,birth day,Kruskal-Wallis,Hommel
t5,24,0.954600041561489,0.988015843586438,0.922218973097704,0.968929478195743,0.897088797126917,0.656458051769027,0.822882716527611,birth day,Kruskal-Wallis,Hommel
t6,72,0.930696713917913,0.988015843586438,0.922218973097704,0.968929478195743,0.865952118085912,0.656458051769027,0.822882716527611,birth day,Kruskal-Wallis,Hommel
t7,48,0.827285967927034,0.988015843586438,0.808792064153225,0.968929478195743,0.0183459053935813,0.656458051769027,0.676861043932896,birth day,Kruskal-Wallis,Hommel
t8,72,0.954600041561489,0.988015843586438,0.922218973097704,0.968929478195743,0.897088797126917,0.656458051769027,0.822882716527611,birth day,Kruskal-Wallis,Hommel
t9,47,0.775580594931594,0.988015843586438,0.922218973097704,0.968929478195743,0.897088797126917,0.656458051769027,0.381826225717752,birth day,Kruskal-Wallis,Hommel
t0,46,0.00630164345416064,0.0471905646522366,0.991999645559961,0.266006177943099,0.691606245270567,0.871538261896295,0.0870060523889281,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t1,17,0.210999923295492,0.985645896794771,0.991999645559961,0.935340106744639,0.691606245270567,0.957351642005774,0.824443276943404,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t10,31,0.894763475473747,0.985645896794771,0.991999645559961,0.935340106744639,0.691606245270567,0.957351642005774,0.751284236377979,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t2,42,0.894763475473747,0.109160749545462,0.991999645559961,0.0477668734801403,0.369661207989652,0.957351642005774,0.170439064874063,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t3,18,0.875610086921535,0.985645896794771,0.13853472774931,0.935340106744639,0.691606245270567,0.943019357433082,0.637027217521495,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t4,38,0.894763475473747,0.985645896794771,0.991999645559961,0.935340106744639,0.691606245270567,0.957351642005774,0.637027217521495,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t5,6,0.894763475473747,0.985645896794771,0.991999645559961,0.935340106744639,0.691606245270567,0.957351642005774,0.637027217521495,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t6,31,0.39930674608068,0.985645896794771,0.991999645559961,0.935340106744639,0.691606245270567,0.957351642005774,0.294900840851013,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t7,17,0.622282228472608,0.985645896794771,0.601667897692975,0.935340106744639,0.203313664394309,0.957351642005774,0.509621774017196,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t8,31,0.894763475473747,0.985645896794771,0.991999645559961,0.704369659052018,0.691606245270567,0.711459805629628,0.840856664509338,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t9,17,0.894763475473747,0.985645896794771,0.991999645559961,0.935340106744639,0.691606245270567,0.957351642005774,0.840856664509338,birth day - Duroc x Landrace,Kruskal-Wallis,Hommel
t0,59,0.407118959621252,0.808511963328548,0.945203601819641,0.874628530793695,0.874437548476441,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t1,24,0.987346047022175,0.808511963328548,0.927513217176624,0.874628530793695,0.528237020438025,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t10,33,0.987346047022175,0.808511963328548,0.945203601819641,0.874628530793695,0.874437548476441,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t2,56,0.987346047022175,0.808511963328548,0.869543641103085,0.874628530793695,0.868542885884325,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t3,24,0.987346047022175,0.808511963328548,0.945203601819641,0.874628530793695,0.874437548476441,0.8047681772111,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t4,51,0.987346047022175,0.808441168200887,0.927513217176624,0.718758260937606,0.874437548476441,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t5,11,0.987346047022175,0.808511963328548,0.945203601819641,0.874628530793695,0.874437548476441,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t6,33,0.987346047022175,0.808511963328548,0.945203601819641,0.874628530793695,0.874437548476441,0.633085533200033,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t7,24,0.987346047022175,0.808511963328548,0.945203601819641,0.874628530793695,0.781688597295893,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t8,33,0.987346047022175,0.808511963328548,0.945203601819641,0.874628530793695,0.874437548476441,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t9,23,0.987346047022175,0.808511963328548,0.927513217176624,0.874628530793695,0.874437548476441,0.92919066262343,0.659266154003043,birth day - Duroc x Large white,Kruskal-Wallis,Hommel
t0,126,0.00102601114070659,0.017017552062413,0.132174878881073,0.349337923018402,0.314536921228848,0.625093038591294,0.188209234065699,maternal_sow,Kruskal-Wallis,Hommel
t1,48,0.739824312388781,0.667934149687988,0.445768289581015,0.563993617106459,0.603156347041517,0.625093038591294,0.645785586423007,maternal_sow,Kruskal-Wallis,Hommel
t10,72,0.739824312388781,0.667934149687988,0.445768289581015,0.575475958272496,0.603156347041517,0.327963795336494,0.485040767193641,maternal_sow,Kruskal-Wallis,Hommel
t2,118,0.739824312388781,0.667934149687988,0.277854440195399,0.402332375670023,0.143355225118805,0.625093038591294,0.645785586423007,maternal_sow,Kruskal-Wallis,Hommel
t3,49,0.739824312388781,0.667934149687988,0.445768289581015,0.575475958272496,0.603156347041517,0.625093038591294,0.538154655352506,maternal_sow,Kruskal-Wallis,Hommel
t4,108,0.727406100623364,0.667934149687988,0.445768289581015,0.575475958272496,0.603156347041517,0.625093038591294,0.645785586423007,maternal_sow,Kruskal-Wallis,Hommel
t5,24,0.739824312388781,0.667934149687988,0.445768289581015,0.575475958272496,0.603156347041517,0.625093038591294,0.603425019609333,maternal_sow,Kruskal-Wallis,Hommel
t6,72,0.683925452206753,0.667934149687988,0.445768289581015,0.575475958272496,0.603156347041517,0.625093038591294,0.574031632376006,maternal_sow,Kruskal-Wallis,Hommel
t7,48,0.739824312388781,0.667934149687988,0.445768289581015,0.563993617106459,0.603156347041517,0.625093038591294,0.861047448564009,maternal_sow,Kruskal-Wallis,Hommel
t8,72,0.739824312388781,0.667934149687988,0.445768289581015,0.5414338724222,0.603156347041517,0.625093038591294,0.871239332197523,maternal_sow,Kruskal-Wallis,Hommel
t9,47,0.700246785267656,0.667934149687988,0.445768289581015,0.575475958272496,0.603156347041517,0.625093038591294,0.80791176085374,maternal_sow,Kruskal-Wallis,Hommel
t0,126,0.00151141258714937,0.0279301814683301,0.0666739283533456,0.537133448358077,0.279423104779286,0.526442330736904,0.179659267806285,nurse_sow,Kruskal-Wallis,Hommel
t1,48,0.685103179648074,0.763339104474481,0.620602379363175,0.55951400870633,0.509759838634695,0.526442330736904,0.514934133208454,nurse_sow,Kruskal-Wallis,Hommel
t10,72,0.782355223682344,0.763339104474481,0.601611696761491,0.616522849637266,0.611711806361634,0.526442330736904,0.418825283095805,nurse_sow,Kruskal-Wallis,Hommel
t2,118,0.469674759443362,0.763339104474481,0.564010965713898,0.345288814450144,0.489369445089307,0.526442330736904,0.523531603869757,nurse_sow,Kruskal-Wallis,Hommel
t3,49,0.782355223682344,0.763339104474481,0.504344523261795,0.694272044609732,0.611711806361634,0.526442330736904,0.463225890396138,nurse_sow,Kruskal-Wallis,Hommel
t4,108,0.770741077104084,0.763339104474481,0.620602379363175,0.694272044609732,0.638728298417746,0.526442330736904,0.53609748482202,nurse_sow,Kruskal-Wallis,Hommel
t5,24,0.727014804796249,0.763339104474481,0.620602379363175,0.694272044609732,0.638728298417746,0.526442330736904,0.673642317124405,nurse_sow,Kruskal-Wallis,Hommel
t6,72,0.64228423092007,0.763339104474481,0.601611696761491,0.671416810447597,0.638728298417746,0.526442330736904,0.523531603869757,nurse_sow,Kruskal-Wallis,Hommel
t7,48,0.685103179648074,0.763339104474481,0.601611696761491,0.537133448358077,0.489369445089307,0.526442330736904,0.523531603869757,nurse_sow,Kruskal-Wallis,Hommel
t8,72,0.782355223682344,0.763339104474481,0.620602379363175,0.493964634311017,0.638728298417746,0.526442330736904,0.886200530409757,nurse_sow,Kruskal-Wallis,Hommel
t9,47,0.685103179648074,0.763339104474481,0.620602379363175,0.694272044609732,0.638728298417746,0.526442330736904,0.698042138493009,nurse_sow,Kruskal-Wallis,Hommel
