collection_date,Cohort,min,max,mean,sd,n,q25,q75,type
t4,Neomycin,1.89258932457332,2.41656438073292,2.15669963478615,0.156589815368083,18,2.03115278930915,2.25010360277114,bwpd
t4,Neomycin+D-Scour,1.9091607737345,2.41743921440964,2.19380836707269,0.140568283570239,18,2.08659135984673,2.29239600427415,bwpd
t4,Neomycin+ColiGuard,1.89778626893963,2.54566920450558,2.12138208003542,0.1487837788136,18,2.03034692606091,2.13902343538233,bwpd
t6,Control,1.82160391734629,2.29744413724952,2.07503957415651,0.148513822542616,12,1.96602127280903,2.15146195710373,bwpd
t6,D-Scour,1.93511506911047,2.30705712312673,2.13003060283621,0.111176956206415,12,2.04749299126871,2.20505213539327,bwpd
t6,ColiGuard,1.80920139236029,2.28774961227861,2.09606428176458,0.152662653957093,12,1.99106008497924,2.23027499516217,bwpd
t6,Neomycin,1.71602813260595,2.18815669452393,2.00282435926699,0.143252086527089,12,1.92682689413753,2.1079906143106,bwpd
t6,Neomycin+D-Scour,2.00845846910351,2.31406894811951,2.155574231828,0.115662804285795,11,2.0514183218008,2.2588755592204,bwpd
t6,Neomycin+ColiGuard,1.6658144181415,2.25157700708661,2.01456279718512,0.147656463226884,12,1.94062933344351,2.09344245198005,bwpd
t8,Control,1.93563520499831,2.4682015586781,2.17983744788158,0.15698765845175,12,2.09987372160792,2.25579907193088,bwpd
t8,D-Scour,1.9511465640125,2.4621919521147,2.14992226848478,0.13442160067603,12,2.07705786824827,2.18072294062099,bwpd
t8,ColiGuard,1.99470778537215,2.30666267925606,2.11168363684204,0.0921346288896074,12,2.05503953507106,2.16535342179401,bwpd
t8,Neomycin,1.94125567527198,2.4681675351729,2.07670164733163,0.136184203643573,12,2.01171723645099,2.10000205983958,bwpd
t8,Neomycin+D-Scour,1.96037939132474,2.28211182868235,2.10235337303651,0.106274402718764,12,2.01149386963813,2.18329108657259,bwpd
t8,Neomycin+ColiGuard,1.85653168519295,2.42541381494472,2.10901064114,0.153380862555063,12,2.00562717547188,2.19125407393109,bwpd
t9,Control,1.94813270304971,2.29347769069134,2.09925368637025,0.139544418598753,8,2.00347097553001,2.23024228852464,bwpd
t9,D-Scour,1.98093288042192,2.18550333340787,2.1083671615031,0.0873242926217963,8,2.03173550030968,2.17222581851384,bwpd
t9,ColiGuard,1.99237426927507,2.28869450125236,2.14599163315592,0.105373267295483,8,2.08607926279093,2.23125392114555,bwpd
t9,Neomycin,1.97738095814588,2.26746305884594,2.09783301884186,0.104716876359741,8,2.01963997771413,2.15678011841482,bwpd
t9,Neomycin+D-Scour,2.05979780604515,2.13964161427715,2.11456508384429,0.0277418319902872,7,2.10624363781424,2.1322198718567,bwpd
t9,Neomycin+ColiGuard,1.96815192238469,2.13419490487837,2.05344832490838,0.062539946593988,8,2.01411869967233,2.11374662307382,bwpd
t0,Control,231.806716207821,344.076064302913,294.619914163237,30.8750276773739,30,274.56960565697,319.491150854837,unrooted_pd
t0,D-Scour,268.356012431719,337.237705880125,298.855674794841,20.3783197749074,18,284.99434992389,313.855841753896,unrooted_pd
t0,ColiGuard,214.85929501466,351.176249367259,299.669372659531,32.4532784507729,18,284.291546211629,318.046770994983,unrooted_pd
t0,Neomycin,81.130708033429,346.654072552214,293.751598189836,55.4143932665296,24,267.357349818255,329.104071816247,unrooted_pd
t0,Neomycin+D-Scour,232.353021364967,351.070354396364,298.805414543015,32.3902737009151,18,274.583507514372,327.37035705835,unrooted_pd
t0,Neomycin+ColiGuard,246.266608768879,326.528357638865,295.434720444491,23.0176626444516,18,282.831651830538,309.465074434734,unrooted_pd
t2,Control,245.16413227101,365.782131489582,333.1944901256,26.0052725018359,23,323.499663268287,353.16102427188,unrooted_pd
t2,D-Scour,302.001800207779,367.082052087651,335.939589326617,17.2533476953802,18,321.01202560531,346.710749594635,unrooted_pd
t2,ColiGuard,62.7202869675961,383.959392862903,327.263051260774,69.3439953244646,18,334.527337792898,354.764818342806,unrooted_pd
t2,Neomycin,289.465961261284,398.929687890331,337.819583006863,23.7080354757563,24,330.217235161122,349.177170070167,unrooted_pd
t2,Neomycin+D-Scour,320.398846952976,375.925253010075,343.412246897199,16.5351530786233,18,328.621530964018,355.911817855796,unrooted_pd
t2,Neomycin+ColiGuard,309.233782731414,370.179237604995,339.945207345657,18.2105185028444,17,326.91866809476,353.000093395521,unrooted_pd
t4,Control,270.907800339375,369.816989003843,313.442100492638,26.9143122517812,18,294.464415229931,330.695908673283,unrooted_pd
t4,D-Scour,256.92571469462,372.754681831815,315.457771368754,32.7995329460628,18,284.816429880527,336.702568729063,unrooted_pd
t4,ColiGuard,250.958948113111,357.166357525162,321.072707926578,25.5047848793398,18,313.829621995122,338.374530534577,unrooted_pd
t4,Neomycin,263.545478986828,358.166032453805,322.40152311616,28.9530677760802,18,313.997221389622,343.691569500763,unrooted_pd
t4,Neomycin+D-Scour,255.080996161897,353.560090482328,315.066670186375,24.5858510942777,18,303.281808850098,330.533911815382,unrooted_pd
t4,Neomycin+ColiGuard,245.09596152491,353.917414007071,319.687600285056,29.1741025789962,18,308.550258017696,338.942336097371,unrooted_pd
t6,Control,252.003744450229,333.905903273329,305.194073960887,27.7464722742327,12,292.356584139528,327.178219806653,unrooted_pd
t6,D-Scour,263.580461007044,340.987600844121,317.47193555968,24.1766706981572,12,315.311262743794,334.595502201339,unrooted_pd
t6,ColiGuard,266.149696683975,361.818164042872,308.372893506556,30.4434727806569,12,286.036294334199,321.675187744988,unrooted_pd
t6,Neomycin,290.629401111604,361.670045692705,333.204436020577,22.6977256535229,12,321.053910297089,350.48789271407,unrooted_pd
t6,Neomycin+D-Scour,246.187400555649,345.662273241864,306.720052503033,34.157397498287,11,284.447630817698,335.484636394693,unrooted_pd
t6,Neomycin+ColiGuard,271.012974235603,356.925317684075,316.90944706164,26.1980270751064,12,296.085018070482,333.592154235435,unrooted_pd
t8,Control,272.651215353815,350.552759668061,301.480304095841,24.8888454968428,12,278.234995154657,316.380843034756,unrooted_pd
t8,D-Scour,297.11284092917,349.044427869686,319.472427041603,15.026204488469,12,309.61007556982,328.649094531814,unrooted_pd
t8,ColiGuard,267.623216476673,340.402658912407,310.623594395597,22.9175773224273,12,300.12040952135,329.604119755295,unrooted_pd
t8,Neomycin,245.631186434215,336.895921978821,313.356307713978,23.7541769713536,12,310.302492562357,325.474062877349,unrooted_pd
t8,Neomycin+D-Scour,267.803820238611,341.3702636351,309.197109020758,22.5009043626551,12,295.836595972808,324.386042600912,unrooted_pd
t8,Neomycin+ColiGuard,251.458112161386,374.886836215954,309.116980554703,31.6243105181144,12,292.761633053127,315.427503349069,unrooted_pd
t9,Control,284.477022685808,322.55566062208,302.571360783615,13.3595630587782,8,290.354974776874,310.26788637813,unrooted_pd
t9,D-Scour,290.596788205946,345.368228906918,318.715355067779,20.4888421122184,8,301.106586367348,331.79969561176,unrooted_pd
t9,ColiGuard,289.372737347677,330.269698296394,306.800515999941,14.2216648406028,8,296.16358502447,312.419326555544,unrooted_pd
t9,Neomycin,251.994475927592,346.259016127424,302.722689569683,30.4050051231722,8,292.298390910761,319.180636290299,unrooted_pd
t9,Neomycin+D-Scour,256.709068159213,339.014602401914,303.915321260754,26.0311112988307,7,294.464165098795,316.493359260683,unrooted_pd
t9,Neomycin+ColiGuard,171.399581513341,340.99346257549,296.481433358788,54.3018815514135,8,289.557133211944,330.538875973372,unrooted_pd
t0,all,1.71259478116041,2.6661225180833,2.17498132538504,0.139818158917992,126,2.08546623968969,2.24102925633584,bwpd
t2,all,1.86279912454758,2.67906037009124,2.0750541575877,0.116634992766044,118,2.00263106018771,2.12579305649633,bwpd
t4,all,1.83550381422263,2.54566920450558,2.15851486726166,0.143285979526158,108,2.07144063286894,2.25172274172901,bwpd
t6,all,1.6658144181415,2.31406894811951,2.07793768919184,0.144078184926954,71,1.99964352854103,2.17502801289394,bwpd
t8,all,1.85653168519295,2.4682015586781,2.12158483578609,0.131743624832823,72,2.01828012921403,2.18329108657259,bwpd
t9,all,1.94813270304971,2.29347769069134,2.10300225925843,0.0946491711262188,47,2.0194747899848,2.15748011272375,bwpd
t0,all,81.130708033429,351.176249367259,296.495310042912,34.7289631473334,126,279.380906453704,319.76950736437,unrooted_pd
t2,all,62.7202869675961,398.929687890331,336.180336988579,33.0048501594991,118,327.022969559938,351.85234649908,unrooted_pd
t4,all,245.09596152491,372.754681831815,317.854728895927,27.6612113203277,108,302.463312868811,336.115059464186,unrooted_pd
t6,all,246.187400555649,361.818164042872,314.757098744302,28.4107086837725,71,294.957177765336,334.938448282369,unrooted_pd
t8,all,245.631186434215,374.886836215954,310.541120470413,23.7165654520795,72,298.849909791112,325.474062877349,unrooted_pd
t9,all,171.399581513341,346.259016127424,305.228469937526,29.1127178897357,47,291.694418968731,322.280099287769,unrooted_pd
all,piglets,4.63614703001605,401.878020602491,313.85908644465,35.9915668863699,784,295.889440718154,336.432392241498,unrooted
all,Sows,269.318288685377,388.316473228604,328.506947675873,23.9964717688924,42,315.314159808851,345.3823658269,unrooted
all,piglets,1.4053690692947,3.0610020246194,2.12624870008397,0.1339701986503,784,2.04113867453042,2.19917348013893,bwpd
all,Sows,1.88464495894462,2.51799633684007,2.12486141664009,0.15161118755503,42,1.99131529782861,2.2152532013686,bwpd
all,Control,231.806716207821,401.878020602491,311.233271722266,29.2315941197091,139,293.064620685996,330.569046229297,unrooted
all,D-Scour,249.27250111486,372.754681831815,316.354954775615,24.991314326727,129,300.535701740864,334.851541719343,unrooted
all,ColiGuard,49.0211074823209,383.959392862903,311.978038669546,42.5079491133975,128,296.618347508619,336.017644202614,unrooted
all,Neomycin,39.5369086560171,398.929687890331,314.817167608878,44.0115174074401,134,296.864077152802,342.771665633529,unrooted
all,Neomycin+D-Scour,4.63614703001605,375.925253010075,312.655292286165,40.1803863705208,127,293.43781603993,336.285288381611,unrooted
all,Neomycin+ColiGuard,171.399581513341,374.886836215954,316.286600846627,31.1975315178929,127,299.449474456883,336.356042662931,unrooted
all,Sows,269.318288685377,388.316473228604,328.506947675873,23.9964717688924,42,315.314159808851,345.3823658269,unrooted
all,MockCommunity,74.3519126631511,174.983714637786,123.617918477488,28.410538236173,10,115.829548323378,134.879383517694,unrooted
all,PosControl_D-Scour,104.357336649398,202.261747960429,162.149467981653,28.2713329758264,9,154.433315452974,180.508659179327,unrooted
all,PosControl_ColiGuard,57.0755137178233,220.886049574716,129.879191319826,48.9964538507505,9,90.2081211752115,160.806641988082,unrooted
all,Control,1.82160391734629,2.53379960743276,2.13165727058301,0.128383589532193,139,2.05148227703436,2.21312099656343,bwpd
all,D-Scour,1.83550381422263,2.56686196163589,2.15761253453819,0.123868895935911,129,2.08404116668108,2.22688696932393,bwpd
all,ColiGuard,1.80920139236029,2.44301086187263,2.11892749168512,0.118363046707443,128,2.03622938750162,2.20930139786183,bwpd
all,Neomycin,1.71259478116041,3.0610020246194,2.11972374220399,0.160066223025773,134,2.02343709430962,2.19333343136483,bwpd
all,Neomycin+D-Scour,1.4053690692947,2.49086002664817,2.13001010065358,0.126191302451159,127,2.06303313532721,2.20969862132512,bwpd
all,Neomycin+ColiGuard,1.6658144181415,2.6661225180833,2.09897338681362,0.137484125051976,127,2.01497651681215,2.15785019548881,bwpd
all,Sows,1.88464495894462,2.51799633684007,2.12486141664009,0.15161118755503,42,1.99131529782861,2.2152532013686,bwpd
all,MockCommunity,1.51668580482153,1.70875684046543,1.59334021389526,0.0675100643367329,10,1.54705689438578,1.61555069386534,bwpd
all,PosControl_D-Scour,1.46713424445815,2.15035819186044,1.93841764600303,0.209153629820413,9,1.93841764600303,2.09853971467979,bwpd
all,PosControl_ColiGuard,0.732537672099874,1.19651672120069,0.862568615085373,0.142270814034401,9,0.7636302042275,0.909561538371285,bwpd
